seq,tid,n_frames,n_labeled,mean_iou,iou_at_25,iou_at_50,id_consistency,pred_absent_frac,n_gaps,n_recovered,wall_s,fps
uav0000288_00001_v,32,300,300,0.6486967901465277,1.0,0.9166666666666666,1.0,0.0,0,0,15.13,19.83
uav0000288_00001_v,29,300,300,0.34430162885659055,0.71,0.11,0.7333333333333333,0.0,0,0,14.98,20.03
uav0000289_00001_v,25,300,286,0.48097997346270893,0.7062937062937062,0.513986013986014,0.8,0.0,2,1,14.6,20.55
uav0000289_00001_v,61,300,300,0.06393753479675608,0.06,0.01,0.7380952380952381,0.06,0,0,15.57,19.27
uav0000289_06922_v,73,196,161,0.410040594763598,0.6956521739130435,0.5652173913043478,1.0,0.30434782608695654,1,0,9.24,21.22
uav0000289_06922_v,40,179,142,0.3027104377449203,0.4859154929577465,0.29577464788732394,1.0,0.43661971830985913,1,0,8.25,21.71
uav0000295_02300_v,407,300,300,0.8081479974934643,1.0,0.9866666666666667,1.0,0.0,0,0,16.72,17.94
uav0000295_02300_v,509,300,288,0.3942538106215461,0.6736111111111112,0.3715277777777778,0.9017094017094017,0.0,1,0,15.59,19.24
uav0000297_00000_v,1,146,146,0.5878499364495136,1.0,0.7808219178082192,1.0,0.0,0,0,6.67,21.9
uav0000297_00000_v,189,146,115,0.6843565961861497,0.8695652173913043,0.8347826086956521,0.8695652173913043,0.0,1,0,6.75,21.61
uav0000297_02761_v,33,300,300,0.6455653167135367,1.0,0.9966666666666667,1.0,0.0,0,0,14.02,21.4
uav0000297_02761_v,113,300,216,0.8265150795157074,1.0,0.9907407407407407,1.0,0.0,1,0,12.59,23.84
uav0000300_00000_v,33,300,300,0.39377780232981263,0.6866666666666666,0.47,0.39661016949152544,0.0,0,0,12.94,23.18
uav0000300_00000_v,125,300,296,0.12521470143368635,0.2533783783783784,0.10472972972972973,0.7422680412371134,0.11486486486486487,1,0,13.17,22.79
uav0000305_00000_v,21,184,184,0.46790181545322473,1.0,0.27717391304347827,1.0,0.0,0,0,7.66,24.03
uav0000305_00000_v,69,184,177,0.7898493764704118,0.9943502824858758,0.9943502824858758,1.0,0.005649717514124294,1,0,7.67,24.0
uav0000306_00230_v,72,300,300,0.4903874259341105,0.97,0.5166666666666667,1.0,0.0,0,0,12.34,24.3
uav0000306_00230_v,99,300,100,0.6730251899562104,1.0,0.97,1.0,0.0,1,0,12.48,24.03
uav0000307_00000_v,48,300,300,0.4412644146853106,0.96,0.4033333333333333,1.0,0.0,0,0,12.96,23.14
uav0000307_00000_v,4,300,115,0.7394319744063088,1.0,1.0,1.0,0.0,1,0,12.86,23.33
uav0000308_00000_v,2,230,230,0.012186908420795443,0.021739130434782608,0.013043478260869565,0.5,0.508695652173913,0,0,9.85,23.35
uav0000308_00000_v,25,230,230,0.7720754358758873,1.0,0.8739130434782608,1.0,0.0,0,0,9.86,23.33
uav0000308_01380_v,8,185,185,0.5869634617119043,1.0,0.8378378378378378,0.6108108108108108,0.0,0,0,7.81,23.69
uav0000308_01380_v,32,185,175,0.3333603623001243,0.5428571428571428,0.33714285714285713,0.6047904191616766,0.005714285714285714,1,0,7.79,23.74
uav0000309_00000_v,24,300,300,0.4108321158560462,0.9,0.23666666666666666,0.272108843537415,0.02,0,0,12.94,23.18
uav0000309_00000_v,191,300,244,0.5759235313790868,0.9877049180327869,0.7418032786885246,1.0,0.0,1,0,12.76,23.51
uav0000315_00000_v,124,300,300,0.5905563981103308,0.9833333333333333,0.7866666666666666,1.0,0.0,0,0,12.94,23.19
uav0000315_00000_v,123,300,245,0.3419924369208402,0.42448979591836733,0.42448979591836733,0.9910714285714286,0.5428571428571428,1,0,13.0,23.07
uav0000316_01288_v,3,127,127,0.5734033060830214,1.0,0.6929133858267716,0.5039370078740157,0.0,0,0,5.42,23.41
uav0000316_01288_v,4,127,127,0.5859896083483218,1.0,0.7716535433070866,0.6614173228346457,0.0,0,0,5.42,23.43
uav0000323_01173_v,38,300,300,0.6684246653812276,1.0,0.9866666666666667,1.0,0.0,0,0,12.88,23.29
uav0000323_01173_v,9,300,272,0.4193664773622044,0.6838235294117647,0.5404411764705882,0.526595744680851,0.29411764705882354,1,0,13.04,23.0
uav0000326_01035_v,32,300,300,0.8045326354277165,1.0,1.0,1.0,0.0,0,0,15.11,19.85
uav0000326_01035_v,16,300,300,0.07821298601417435,0.14,0.08666666666666667,0.16923076923076924,0.34,0,0,15.11,19.85
uav0000329_04715_v,11,196,196,0.77690248567144,1.0,1.0,1.0,0.0,0,0,9.62,20.38
uav0000329_04715_v,14,196,196,0.8721529447255209,1.0,1.0,1.0,0.0,0,0,9.75,20.11
uav0000339_00001_v,4,275,275,0.6422766045496502,0.8036363636363636,0.7709090909090909,0.8858267716535433,0.0,0,0,13.58,20.25
uav0000339_00001_v,49,275,272,0.44670433223980854,0.9080882352941176,0.2757352941176471,1.0,0.0,1,0,13.59,20.23
uav0000342_04692_v,2,277,277,0.6771434772048501,0.7725631768953068,0.7003610108303249,0.909433962264151,0.0,0,0,13.59,20.38
uav0000342_04692_v,0,277,210,0.8784718204466071,0.9523809523809523,0.9333333333333333,0.995049504950495,0.0,1,1,13.55,20.45
uav0000352_05980_v,9,196,196,0.8649341029998295,0.9285714285714286,0.9285714285714286,1.0,0.0,0,0,9.54,20.54
uav0000352_05980_v,47,196,191,0.12098044739542269,0.20418848167539266,0.14659685863874344,0.23728813559322035,0.04712041884816754,1,0,9.9,19.79
uav0000355_00001_v,46,300,300,0.10422334512002811,0.20666666666666667,0.09666666666666666,0.24583333333333332,0.16,0,0,14.55,20.61
uav0000355_00001_v,58,300,264,0.5458578938285887,0.9166666666666666,0.7348484848484849,0.9919354838709677,0.06060606060606061,1,0,14.87,20.18
uav0000357_00920_v,99,300,300,0.9087516466706019,1.0,0.9633333333333334,1.0,0.0,0,0,14.95,20.07
uav0000357_00920_v,156,300,261,0.771840738012947,0.9885057471264368,0.9233716475095786,1.0,0.0,1,0,15.03,19.97
uav0000360_00001_v,89,300,300,0.5770047832497681,0.9433333333333334,0.6366666666666667,0.98,0.0,0,0,14.46,20.74
uav0000360_00001_v,102,300,295,0.6557600585977883,1.0,1.0,0.9966101694915255,0.0,1,1,14.98,20.03
uav0000361_02323_v,4,219,219,0.587063576478089,0.8995433789954338,0.8082191780821918,0.7788018433179723,0.0,0,0,10.52,20.83
uav0000361_02323_v,48,219,192,0.4786949112082297,0.7604166666666666,0.6666666666666666,0.7552083333333334,0.0,1,0,10.46,20.94
uav0000363_00001_v,23,300,300,0.4161834565173778,0.8633333333333333,0.37333333333333335,0.6993006993006993,0.04,0,0,14.73,20.36
uav0000363_00001_v,40,300,300,0.681575824027028,1.0,0.9866666666666667,1.0,0.0,0,0,14.85,20.2
uav0000366_00001_v,0,296,296,0.6907794567117397,1.0,0.9459459459459459,0.9358108108108109,0.0,0,0,12.98,22.8
uav0000366_00001_v,39,296,224,0.5268518859099383,0.8794642857142857,0.65625,0.9220183486238532,0.004464285714285714,1,0,13.15,22.5
uav0000370_00001_v,0,265,265,0.2829383958314868,0.4037735849056604,0.30566037735849055,0.7382198952879581,0.19245283018867926,0,0,10.76,24.62
uav0000370_00001_v,4,265,265,0.4218402449111222,0.7132075471698113,0.49056603773584906,1.0,0.026415094339622643,0,0,10.66,24.87
