t_s,state,copter_n,copter_e,copter_d,rover_n,rover_e,in_fov,occluded,bbox_cx,bbox_cy,px_err,vx_cmd,vy_cmd
1.65,ACQUIRE,19.2,-0.01,-9.49,20.53,-0.01,1,0,,,,0.0,0.0
1.7,ACQUIRE,19.2,-0.01,-9.49,20.55,-0.01,1,0,,,,0.0,0.0
1.75,ACQUIRE,19.2,-0.01,-9.49,20.58,-0.01,1,0,,,,0.0,0.0
1.8,ACQUIRE,19.2,-0.01,-9.49,20.6,-0.01,1,0,,,,0.0,0.0
1.85,ACQUIRE,19.2,-0.01,-9.49,20.63,-0.01,1,0,,,,0.0,0.0
1.9,ACQUIRE,19.2,-0.01,-9.49,20.65,-0.01,1,0,,,,0.0,0.0
1.95,ACQUIRE,19.2,-0.01,-9.49,20.68,-0.01,1,0,,,,0.0,0.0
2.0,ACQUIRE,19.2,-0.01,-9.49,20.7,-0.01,1,0,,,,0.0,0.0
2.05,ACQUIRE,19.2,-0.01,-9.49,20.73,-0.01,1,0,,,,0.0,0.0
2.1,ACQUIRE,19.19,-0.01,-9.49,20.75,-0.01,1,0,,,,0.0,0.0
2.15,ACQUIRE,19.19,-0.01,-9.49,20.78,-0.01,1,0,,,,0.0,0.0
2.2,ACQUIRE,19.19,-0.01,-9.49,20.8,-0.01,1,0,,,,0.0,0.0
2.25,ACQUIRE,19.19,-0.01,-9.49,20.83,-0.01,1,0,,,,0.0,0.0
2.3,ACQUIRE,19.19,-0.01,-9.49,20.85,-0.01,1,0,,,,0.0,0.0
2.35,ACQUIRE,19.19,-0.01,-9.49,20.88,-0.01,1,0,,,,0.0,0.0
2.4,ACQUIRE,19.19,-0.01,-9.49,20.9,-0.01,1,0,,,,0.0,0.0
2.45,ACQUIRE,19.19,-0.01,-9.49,20.93,-0.01,1,0,,,,0.0,0.0
2.5,ACQUIRE,19.19,-0.01,-9.49,20.95,-0.01,1,0,,,,0.0,0.0
2.55,ACQUIRE,19.19,-0.01,-9.49,20.98,-0.01,1,0,,,,0.0,0.0
2.6,ACQUIRE,19.19,-0.01,-9.49,21.0,-0.01,1,0,,,,0.0,0.0
2.65,ACQUIRE,19.19,-0.01,-9.49,21.03,-0.01,1,0,,,,0.0,0.0
2.7,ACQUIRE,19.19,-0.01,-9.49,21.05,-0.01,1,0,,,,0.0,0.0
2.75,ACQUIRE,19.19,-0.01,-9.49,21.08,-0.01,1,0,,,,0.0,0.0
2.8,ACQUIRE,19.19,-0.01,-9.49,21.1,-0.01,1,0,,,,0.0,0.0
2.85,ACQUIRE,19.19,-0.01,-9.49,21.13,-0.01,1,0,,,,0.0,0.0
2.9,ACQUIRE,19.19,-0.01,-9.49,21.15,-0.01,1,0,,,,0.0,0.0
2.95,ACQUIRE,19.19,-0.01,-9.49,21.18,-0.01,1,0,,,,0.0,0.0
3.0,ACQUIRE,19.19,-0.01,-9.49,21.2,-0.01,1,0,,,,0.0,0.0
3.05,ACQUIRE,19.19,-0.01,-9.49,21.23,-0.01,1,0,,,,0.0,0.0
3.11,ACQUIRE,19.2,-0.01,-9.49,21.25,-0.01,1,0,,,,0.0,0.0
3.16,ACQUIRE,19.2,-0.01,-9.49,21.28,-0.01,1,0,,,,0.0,0.0
3.21,ACQUIRE,19.2,-0.01,-9.49,21.3,-0.01,1,0,,,,0.0,0.0
3.26,ACQUIRE,19.2,-0.01,-9.49,21.33,-0.01,1,0,,,,0.0,0.0
3.31,ACQUIRE,19.2,-0.01,-9.49,21.35,-0.01,1,0,,,,0.0,0.0
3.36,ACQUIRE,19.2,-0.01,-9.49,21.38,-0.01,1,0,,,,0.0,0.0
3.41,ACQUIRE,19.2,-0.01,-9.49,21.4,-0.01,1,0,,,,0.0,0.0
3.46,ACQUIRE,19.2,-0.01,-9.49,21.43,-0.01,1,0,,,,0.0,0.0
3.51,ACQUIRE,19.2,-0.01,-9.49,21.45,-0.01,1,0,,,,0.0,0.0
3.56,ACQUIRE,19.2,-0.01,-9.49,21.48,-0.01,1,0,,,,0.0,0.0
3.61,ACQUIRE,19.2,-0.01,-9.49,21.5,-0.01,1,0,,,,0.0,0.0
3.66,ACQUIRE,19.2,-0.01,-9.49,21.53,-0.01,1,0,,,,0.0,0.0
3.71,ACQUIRE,19.2,-0.01,-9.49,21.55,-0.01,1,0,,,,0.0,0.0
3.76,ACQUIRE,19.2,-0.01,-9.49,21.58,-0.01,1,0,,,,0.0,0.0
3.81,ACQUIRE,19.2,-0.01,-9.49,21.6,-0.01,1,0,,,,0.0,0.0
3.86,ACQUIRE,19.2,-0.01,-9.49,21.63,-0.01,1,0,,,,0.0,0.0
3.91,ACQUIRE,19.2,-0.01,-9.49,21.65,-0.01,1,0,,,,0.0,0.0
3.96,ACQUIRE,19.2,-0.01,-9.49,21.68,-0.01,1,0,,,,0.0,0.0
4.01,ACQUIRE,19.2,-0.01,-9.49,21.7,-0.01,1,0,,,,0.0,0.0
4.06,ACQUIRE,19.2,-0.01,-9.49,21.73,-0.01,1,0,,,,0.0,0.0
4.11,ACQUIRE,19.2,-0.02,-9.49,21.75,-0.01,1,0,,,,0.0,0.0
4.16,ACQUIRE,19.2,-0.02,-9.49,21.78,-0.01,1,0,,,,0.0,0.0
4.21,ACQUIRE,19.2,-0.02,-9.49,21.8,-0.01,1,0,,,,0.0,0.0
4.26,CARRY,19.2,-0.02,-9.49,21.83,-0.01,1,0,339.6,102.2,139.2,2.756,0.392
4.31,CARRY,19.2,-0.02,-9.49,21.85,-0.01,1,0,339.8,101.5,140.0,2.771,0.396
4.36,CARRY,19.2,-0.02,-9.49,21.88,-0.01,1,0,340.0,100.7,140.7,2.785,0.4
4.41,CARRY,19.2,-0.02,-9.49,21.9,-0.01,1,0,340.2,100.0,141.4,2.8,0.404
4.46,CARRY,19.2,-0.02,-9.49,21.93,-0.01,1,0,340.4,99.3,142.2,2.814,0.407
4.51,CARRY,19.2,-0.02,-9.49,21.95,-0.01,1,0,340.6,98.7,142.8,2.827,0.412
4.56,CARRY,19.2,-0.02,-9.49,21.98,-0.01,1,0,340.8,97.9,143.6,2.841,0.416
4.61,CARRY,19.21,-0.02,-9.49,22.0,-0.01,1,0,341.1,97.5,144.1,2.85,0.421
4.66,CARRY,19.21,-0.02,-9.49,22.03,-0.01,1,0,341.2,96.8,144.8,2.865,0.425
4.71,CARRY,19.23,-0.02,-9.48,22.05,-0.01,1,0,341.5,96.7,144.9,2.866,0.43
4.76,CARRY,19.23,-0.02,-9.48,22.08,-0.01,1,0,341.7,96.0,145.7,2.881,0.434
4.81,CARRY,19.27,-0.02,-9.48,22.1,-0.01,1,0,341.9,96.4,145.3,2.872,0.438
4.86,CARRY,19.27,-0.02,-9.48,22.13,-0.01,1,0,342.1,95.7,146.0,2.887,0.442
4.91,CARRY,19.33,-0.01,-9.48,22.15,-0.01,1,0,342.1,96.7,145.0,2.865,0.441
4.96,CARRY,19.33,-0.01,-9.48,22.18,-0.01,1,0,342.2,96.0,145.7,2.88,0.445
5.01,CARRY,19.42,-0.01,-9.48,22.2,-0.01,1,0,341.8,97.8,143.8,2.844,0.437
5.06,CARRY,19.42,-0.01,-9.48,22.23,-0.01,1,0,342.0,97.1,144.6,2.858,0.441
5.11,CARRY,19.53,-0.01,-9.48,22.25,-0.01,1,0,341.3,99.7,141.9,2.807,0.426
5.16,CARRY,19.53,-0.01,-9.48,22.28,-0.01,1,0,341.5,98.9,142.7,2.821,0.43
5.21,CARRY,19.67,-0.01,-9.48,22.3,-0.01,1,0,340.4,102.3,139.2,2.754,0.409
5.26,CARRY,19.67,-0.01,-9.48,22.33,-0.01,1,0,340.6,101.6,139.9,2.768,0.413
5.31,CARRY,19.84,-0.0,-9.48,22.35,-0.01,1,0,339.2,105.7,135.7,2.686,0.385
5.36,CARRY,19.84,-0.0,-9.48,22.38,-0.01,1,0,339.4,105.0,136.4,2.701,0.389
5.41,CARRY,20.03,-0.0,-9.48,22.4,-0.01,1,0,337.7,109.8,131.4,2.605,0.354
5.46,CARRY,20.03,-0.0,-9.48,22.43,-0.01,1,0,337.9,109.0,132.2,2.619,0.358
5.51,CARRY,20.24,0.0,-9.48,22.45,-0.01,1,0,336.1,114.4,126.7,2.513,0.322
5.56,CARRY,20.24,0.0,-9.48,22.48,-0.01,1,0,336.3,113.6,127.4,2.527,0.326
5.61,CARRY,20.47,0.01,-9.48,22.5,-0.01,1,0,334.4,121.8,119.1,2.364,0.289
5.66,CARRY,20.47,0.01,-9.48,22.53,-0.01,1,0,334.6,120.4,120.5,2.393,0.293
5.71,CARRY,20.69,0.01,-9.49,22.55,-0.01,1,0,332.9,132.1,108.7,2.158,0.258
5.76,CARRY,20.69,0.01,-9.49,22.58,-0.01,1,0,333.1,130.6,110.1,2.187,0.261
5.81,CARRY,20.93,0.01,-9.49,22.6,-0.01,1,0,331.3,142.8,97.8,1.943,0.226
5.86,CARRY,20.93,0.01,-9.49,22.63,-0.01,1,0,331.5,141.4,99.3,1.972,0.23
5.91,CARRY,21.17,0.02,-9.49,22.65,-0.01,1,0,329.8,153.6,86.9,1.728,0.196
5.96,CARRY,21.17,0.02,-9.49,22.68,-0.01,1,0,330.0,152.2,88.4,1.757,0.2
6.01,CARRY,21.4,0.02,-9.49,22.7,-0.01,1,0,328.4,164.2,76.3,1.516,0.167
6.06,CARRY,21.4,0.02,-9.49,22.73,-0.01,1,0,328.6,162.8,77.7,1.545,0.171
6.11,CARRY,21.63,0.02,-9.49,22.75,-0.01,1,0,327.0,174.4,66.0,1.312,0.141
6.16,CARRY,21.63,0.02,-9.49,22.78,-0.01,1,0,327.2,173.0,67.4,1.341,0.144
6.21,CARRY,21.84,0.02,-9.49,22.8,-0.01,1,0,325.8,184.0,56.3,1.119,0.116
6.26,CARRY,21.84,0.02,-9.49,22.83,-0.01,1,0,326.0,182.6,57.7,1.148,0.12
6.31,CARRY,22.05,0.02,-9.49,22.85,-0.01,1,0,324.7,193.0,47.3,0.941,0.094
6.36,CARRY,22.05,0.02,-9.49,22.88,-0.01,1,0,324.9,191.5,48.7,0.97,0.097
6.41,CARRY,22.23,0.02,-9.48,22.9,-0.01,1,0,323.7,201.0,39.2,0.78,0.074
6.46,CARRY,22.23,0.02,-9.48,22.93,-0.01,1,0,323.9,199.6,40.6,0.809,0.078
6.51,CARRY,22.41,0.02,-9.48,22.95,-0.01,1,0,322.8,208.5,31.7,0.631,0.056
6.56,CARRY,22.41,0.02,-9.48,22.98,-0.01,1,0,323.0,207.0,33.1,0.66,0.06
6.61,CARRY,22.57,0.01,-9.48,23.0,-0.01,1,0,322.1,214.7,25.4,0.506,0.041
6.66,CARRY,22.57,0.01,-9.48,23.03,-0.01,1,0,322.3,213.3,26.8,0.535,0.045
6.71,CARRY,22.71,0.01,-9.48,23.05,-0.01,1,0,321.5,220.1,20.0,0.399,0.029
6.76,CARRY,22.71,0.01,-9.48,23.08,-0.01,1,0,321.6,218.6,21.4,0.428,0.033
6.81,CARRY,22.84,0.01,-9.48,23.1,-0.01,1,0,321.0,224.5,15.5,0.31,0.02
6.86,CARRY,22.84,0.01,-9.48,23.13,-0.01,1,0,321.2,223.0,17.0,0.339,0.023
6.91,CARRY,22.95,0.01,-9.48,23.15,-0.01,1,0,320.6,228.1,11.9,0.239,0.012
6.96,CARRY,22.95,0.01,-9.48,23.18,-0.01,1,0,320.8,226.6,13.4,0.268,0.016
7.01,CARRY,23.05,0.01,-9.48,23.2,-0.01,1,0,320.3,230.8,9.2,0.184,0.007
7.06,CARRY,23.05,0.01,-9.48,23.23,-0.01,1,0,320.5,229.4,10.7,0.213,0.011
7.11,CARRY,23.13,0.01,-9.48,23.25,-0.01,1,0,320.2,232.8,7.2,0.143,0.004
7.16,CARRY,23.13,0.01,-9.48,23.28,-0.01,1,0,320.4,231.4,8.6,0.172,0.007
7.21,CARRY,23.21,0.01,-9.48,23.3,-0.01,1,0,320.1,234.2,5.8,0.116,0.002
7.26,CARRY,23.21,0.01,-9.48,23.33,-0.01,1,0,320.3,232.7,7.3,0.145,0.005
7.31,CARRY,23.27,0.0,-9.48,23.35,-0.01,1,0,320.1,235.0,5.0,0.101,0.001
7.36,CARRY,23.27,0.0,-9.48,23.38,-0.01,1,0,320.2,233.5,6.5,0.13,0.005
7.41,CARRY,23.32,0.0,-9.48,23.4,-0.01,1,0,320.1,235.2,4.8,0.095,0.002
7.46,CARRY,23.32,0.0,-9.48,23.43,-0.01,1,0,320.3,233.8,6.2,0.124,0.006
7.51,CARRY,23.37,0.0,-9.48,23.45,-0.01,1,0,320.2,235.1,4.9,0.099,0.003
7.56,CARRY,23.37,0.0,-9.48,23.48,-0.01,1,0,320.4,233.6,6.4,0.128,0.007
7.61,CARRY,23.41,0.0,-9.48,23.5,-0.01,1,0,320.3,234.5,5.5,0.109,0.006
7.66,CARRY,23.41,0.0,-9.48,23.53,-0.01,1,0,320.5,233.1,6.9,0.138,0.009
7.71,CARRY,23.45,0.0,-9.48,23.55,-0.01,1,0,320.4,233.7,6.3,0.125,0.009
7.76,CARRY,23.45,0.0,-9.48,23.58,-0.01,1,0,320.6,232.3,7.7,0.154,0.012
7.81,CARRY,23.48,-0.0,-9.48,23.6,-0.01,1,0,320.6,232.7,7.3,0.146,0.012
7.86,CARRY,23.48,-0.0,-9.48,23.63,-0.01,1,0,320.8,231.2,8.8,0.175,0.016
7.91,CARRY,23.51,-0.0,-9.48,23.65,-0.01,1,0,320.8,231.5,8.5,0.17,0.016
7.96,CARRY,23.51,-0.0,-9.48,23.68,-0.01,1,0,321.0,230.0,10.0,0.199,0.019
8.01,CARRY,23.54,-0.0,-9.48,23.7,-0.01,1,0,321.0,230.2,9.9,0.196,0.02
8.06,CARRY,23.54,-0.0,-9.48,23.73,-0.01,1,0,321.2,228.7,11.3,0.225,0.023
8.11,CARRY,23.56,-0.0,-9.48,23.75,-0.01,1,0,321.2,228.8,11.2,0.223,0.024
8.16,CARRY,23.56,-0.0,-9.48,23.78,-0.01,1,0,321.4,227.4,12.7,0.252,0.027
8.21,CARRY,23.59,-0.0,-9.48,23.8,-0.01,1,0,321.4,227.4,12.6,0.251,0.028
8.26,CARRY,23.59,-0.0,-9.48,23.83,-0.01,1,0,321.6,226.0,14.1,0.28,0.031
8.31,CARRY,23.61,-0.0,-9.48,23.86,-0.01,1,0,321.6,226.1,14.0,0.279,0.032
8.36,CARRY,23.61,-0.0,-9.48,23.88,-0.01,1,0,321.8,224.6,15.5,0.308,0.035
8.41,CARRY,23.64,-0.0,-9.48,23.91,-0.01,1,0,321.8,224.7,15.4,0.306,0.035
8.46,CARRY,23.64,-0.0,-9.48,23.93,-0.01,1,0,322.0,223.3,16.9,0.335,0.039
8.51,CARRY,23.67,-0.0,-9.48,23.96,-0.01,1,0,322.0,223.4,16.7,0.332,0.039
8.56,CARRY,23.67,-0.0,-9.48,23.98,-0.01,1,0,322.1,222.0,18.2,0.361,0.043
8.61,CARRY,23.7,-0.0,-9.48,24.01,-0.01,1,0,322.1,222.2,17.9,0.355,0.042
8.66,CARRY,23.7,-0.0,-9.48,24.03,-0.01,1,0,322.3,220.8,19.4,0.384,0.046
8.71,CARRY,23.73,-0.0,-9.48,24.06,-0.01,1,0,322.3,221.1,19.0,0.378,0.046
8.76,CARRY,23.73,-0.0,-9.48,24.08,-0.01,1,0,322.5,219.6,20.5,0.407,0.049
8.81,CARRY,23.76,-0.0,-9.48,24.11,-0.01,1,0,322.4,220.1,20.1,0.399,0.049
8.86,CARRY,23.76,-0.0,-9.48,24.13,-0.01,1,0,322.6,218.6,21.6,0.428,0.053
8.91,CARRY,23.8,-0.0,-9.48,24.16,-0.01,1,0,322.6,219.1,21.1,0.418,0.052
8.96,CARRY,23.8,-0.0,-9.48,24.18,-0.01,1,0,322.8,217.6,22.5,0.447,0.055
9.01,CARRY,23.83,-0.0,-9.49,24.21,-0.01,1,0,322.7,218.2,21.9,0.435,0.054
9.06,CARRY,23.83,-0.0,-9.49,24.23,-0.01,1,0,322.9,216.8,23.4,0.464,0.058
9.11,CARRY,23.87,-0.0,-9.49,24.26,-0.01,1,0,322.8,217.5,22.7,0.451,0.057
9.16,CARRY,23.87,-0.0,-9.49,24.28,-0.01,1,0,323.0,216.0,24.2,0.48,0.06
9.21,CARRY,23.91,-0.01,-9.49,24.31,-0.01,1,0,322.9,216.8,23.4,0.464,0.059
9.26,CARRY,23.91,-0.01,-9.49,24.33,-0.01,1,0,323.1,215.3,24.9,0.493,0.062
9.31,CARRY,23.95,-0.01,-9.49,24.36,-0.01,1,0,323.0,216.2,24.0,0.476,0.061
9.36,CARRY,23.95,-0.01,-9.49,24.38,-0.01,1,0,323.2,214.7,25.5,0.505,0.064
9.41,CARRY,23.99,-0.01,-9.49,24.41,-0.01,1,0,323.1,215.7,24.5,0.487,0.063
9.46,CARRY,23.99,-0.01,-9.49,24.43,-0.01,1,0,323.3,214.2,26.0,0.516,0.066
9.51,CARRY,24.03,-0.01,-9.49,24.46,-0.01,1,0,323.2,215.2,25.0,0.496,0.065
9.56,CARRY,24.03,-0.01,-9.49,24.48,-0.01,1,0,323.4,213.8,26.5,0.525,0.068
9.61,CARRY,24.07,-0.01,-9.49,24.51,-0.01,1,0,323.3,214.8,25.4,0.503,0.066
9.66,CARRY,24.07,-0.01,-9.49,24.53,-0.01,1,0,323.5,213.4,26.9,0.532,0.07
9.71,CARRY,24.12,-0.01,-9.49,24.56,-0.01,1,0,323.4,214.5,25.7,0.51,0.068
9.76,CARRY,24.12,-0.01,-9.49,24.58,-0.01,1,0,323.6,213.1,27.2,0.539,0.072
9.81,CARRY,24.16,-0.01,-9.49,24.61,-0.01,1,0,323.5,214.2,26.0,0.516,0.069
9.86,CARRY,24.16,-0.01,-9.49,24.63,-0.01,1,0,323.7,212.7,27.5,0.545,0.073
9.91,CARRY,24.21,-0.01,-9.49,24.66,-0.01,1,0,323.5,214.0,26.2,0.52,0.071
9.96,CARRY,24.21,-0.01,-9.49,24.68,-0.01,1,0,323.7,212.6,27.7,0.549,0.075
10.01,CARRY,24.26,-0.01,-9.49,24.71,-0.01,1,0,323.6,213.9,26.4,0.522,0.072
10.06,CARRY,24.26,-0.01,-9.49,24.73,-0.01,1,0,323.8,212.4,27.8,0.551,0.076
10.11,CARRY,24.3,-0.01,-9.49,24.76,-0.01,1,0,323.7,213.8,26.5,0.524,0.073
10.16,CARRY,24.3,-0.01,-9.49,24.78,-0.01,1,0,323.8,212.3,27.9,0.553,0.077
10.21,CARRY,24.35,-0.01,-9.49,24.81,-0.01,1,0,323.7,213.7,26.6,0.526,0.074
10.26,CARRY,24.35,-0.01,-9.49,24.83,-0.01,1,0,323.9,212.3,28.0,0.555,0.078
10.31,CARRY,24.4,-0.01,-9.49,24.86,-0.01,1,0,323.7,213.7,26.6,0.527,0.075
10.36,CARRY,24.4,-0.01,-9.49,24.88,-0.01,1,0,323.9,212.2,28.1,0.556,0.079
10.41,CARRY,24.45,-0.01,-9.49,24.91,-0.01,1,0,323.8,213.6,26.6,0.528,0.075
10.46,CARRY,24.45,-0.01,-9.49,24.93,-0.01,1,0,324.0,212.2,28.1,0.557,0.079
10.51,CARRY,24.5,-0.01,-9.49,24.96,-0.01,1,0,323.8,213.6,26.7,0.528,0.076
10.56,CARRY,24.5,-0.01,-9.49,24.98,-0.01,1,0,324.0,212.2,28.1,0.557,0.079
10.61,CARRY,24.55,-0.01,-9.49,25.01,-0.01,1,0,323.8,213.6,26.6,0.527,0.076
10.66,CARRY,24.55,-0.01,-9.49,25.03,-0.01,1,0,324.0,212.2,28.1,0.556,0.079
10.71,CARRY,24.6,-0.01,-9.49,25.06,-0.01,1,0,323.8,213.7,26.5,0.525,0.075
10.77,CARRY,24.6,-0.01,-9.49,25.08,-0.01,1,0,323.9,212.3,28.0,0.554,0.079
10.82,CARRY,24.65,-0.01,-9.49,25.11,-0.01,1,0,323.7,213.8,26.5,0.524,0.075
10.87,CARRY,24.65,-0.01,-9.49,25.13,-0.01,1,0,323.9,212.3,27.9,0.553,0.079
10.92,CARRY,24.71,-0.01,-9.49,25.16,-0.01,1,0,323.7,213.8,26.4,0.523,0.074
10.97,CARRY,24.71,-0.01,-9.49,25.18,-0.01,1,0,323.9,212.4,27.9,0.552,0.078
11.02,CARRY,24.76,-0.01,-9.49,25.21,-0.01,1,0,323.7,213.9,26.3,0.522,0.074
11.07,CARRY,24.76,-0.01,-9.49,25.23,-0.01,1,0,323.9,212.5,27.8,0.551,0.077
11.12,CARRY,24.81,-0.01,-9.49,25.26,-0.01,1,0,323.6,214.0,26.2,0.52,0.073
11.17,CARRY,24.81,-0.01,-9.49,25.28,-0.01,1,0,323.8,212.6,27.7,0.549,0.077
11.22,CARRY,24.86,-0.01,-9.49,25.31,-0.01,1,0,323.6,214.1,26.1,0.518,0.072
11.27,CARRY,24.86,-0.01,-9.49,25.33,-0.01,1,0,323.8,212.7,27.6,0.547,0.076
11.32,CARRY,24.91,-0.01,-9.49,25.36,-0.01,1,0,323.6,214.2,26.0,0.516,0.071
11.37,CARRY,24.91,-0.01,-9.49,25.38,-0.01,1,0,323.7,212.8,27.5,0.545,0.075
11.42,CARRY,24.96,-0.01,-9.49,25.41,-0.01,1,0,323.5,214.3,25.9,0.513,0.07
11.47,CARRY,24.96,-0.01,-9.49,25.43,-0.01,1,0,323.7,212.9,27.4,0.542,0.074
11.52,CARRY,25.02,-0.01,-9.49,25.46,-0.01,1,0,323.5,214.5,25.8,0.511,0.069
11.57,CARRY,25.02,-0.01,-9.49,25.48,-0.01,1,0,323.6,213.0,27.2,0.54,0.073
11.62,CARRY,25.07,-0.01,-9.49,25.51,-0.01,1,0,323.4,214.6,25.7,0.508,0.068
11.67,CARRY,25.07,-0.01,-9.49,25.53,-0.01,1,0,323.6,213.1,27.1,0.537,0.072
11.72,CARRY,25.12,-0.01,-9.49,25.56,-0.01,1,0,323.4,214.7,25.5,0.506,0.067
11.77,CARRY,25.12,-0.01,-9.49,25.58,-0.01,1,0,323.6,213.2,27.0,0.535,0.071
11.82,CARRY,25.17,-0.01,-9.49,25.61,-0.01,1,0,323.3,214.8,25.4,0.504,0.067
11.87,CARRY,25.17,-0.01,-9.49,25.63,-0.01,1,0,323.5,213.4,26.9,0.533,0.07
11.92,CARRY,25.22,-0.01,-9.49,25.66,-0.01,1,0,323.3,214.9,25.3,0.503,0.066
11.97,CARRY,25.22,-0.01,-9.49,25.68,-0.01,1,0,323.5,213.4,26.8,0.532,0.07
12.02,CARRY,25.28,-0.01,-9.49,25.71,-0.01,1,0,323.3,215.0,25.2,0.5,0.065
12.07,CARRY,25.28,-0.01,-9.49,25.73,-0.01,1,0,323.5,213.5,26.7,0.529,0.069
12.12,CARRY,25.33,-0.01,-9.49,25.76,-0.01,1,0,323.2,215.1,25.1,0.498,0.065
12.17,CARRY,25.33,-0.01,-9.49,25.78,-0.01,1,0,323.4,213.6,26.6,0.527,0.068
12.22,CARRY,25.38,-0.01,-9.49,25.81,-0.01,1,0,323.2,215.2,25.0,0.496,0.064
12.27,CARRY,25.38,-0.01,-9.49,25.83,-0.01,1,0,323.4,213.8,26.5,0.525,0.068
12.32,CARRY,25.43,-0.01,-9.48,25.86,-0.01,1,0,323.2,215.3,24.9,0.493,0.064
12.37,CARRY,25.43,-0.01,-9.48,25.88,-0.01,1,0,323.4,213.9,26.3,0.522,0.067
12.42,CARRY,25.48,-0.01,-9.48,25.91,-0.01,1,0,323.2,215.4,24.8,0.491,0.063
12.47,CARRY,25.48,-0.01,-9.48,25.93,-0.01,1,0,323.3,214.0,26.2,0.52,0.067
12.52,CARRY,25.54,-0.01,-9.48,25.96,-0.01,1,0,323.1,215.5,24.7,0.489,0.063
12.57,CARRY,25.54,-0.01,-9.48,25.98,-0.01,1,0,323.3,214.1,26.1,0.518,0.066
12.62,CARRY,25.59,-0.01,-9.48,26.01,-0.01,1,0,323.1,215.6,24.6,0.487,0.062
12.67,CARRY,25.59,-0.01,-9.48,26.03,-0.01,1,0,323.3,214.2,26.0,0.516,0.066
12.72,CARRY,25.64,-0.01,-9.48,26.06,-0.01,1,0,323.1,215.7,24.5,0.485,0.062
12.77,CARRY,25.64,-0.01,-9.48,26.08,-0.01,1,0,323.3,214.3,25.9,0.514,0.066
12.82,CARRY,25.69,-0.01,-9.48,26.11,-0.01,1,0,323.1,215.9,24.3,0.482,0.062
